slug,name,city,state,website,email,confidence,source,notes,__file
alpha-reporting-video-kansas-city,Alpha Reporting & Video,kansas-city,MO,https://www.alphareportingservice.com,Scheduling@alphareportingservice.com,high,DepoSpan directory (depospan.com/alpha-reporting-service/),"Primary scheduling email listed. Additional email Kyle@alphareportingservice.com found on website contact page [2]. Business primarily in Springfield/Joplin MO, not Kansas City.",/Users/nick/Desktop/depohire-src/src/data/listings/kansas-city.json
hartford-reporting-technology-kansas-city,Hartford Reporting & Technology,kansas-city,MO,https://hartfordreporting.com,scheduling@hartfordreporting.com,high,website contact page (https://hartfordreporting.com/contact/) and homepage,"Multiple pages confirm this as the primary contact email. Individual staff email (ccampbell@hartfordreporting.com) also found in external directory, but scheduling@ is for general inquiries. Business located in Clayton, MO (St. Louis area), serves Kansas City region.",/Users/nick/Desktop/depohire-src/src/data/listings/kansas-city.json
norris-legal-video-llc-kansas-city,"Norris Legal Video, LLC",kansas-city,MO,https://norrislegalvideo.com,,high,website (https://norrislegalvideo.com) and other search results,"Contact form present on website with phone numbers (417) 773-5680 for Andrew Norris (Kansas City, MO) and (417) 773-7805 for Sid Norris, but no email address listed in any results.",/Users/nick/Desktop/depohire-src/src/data/listings/kansas-city.json
ots-video-kansas-city,OTS Video,kansas-city,MO,https://www.otsvideo.com,calendar@otsvideo.com,high,"website (otsvideo.com/videographers, otsvideo.com, otsvideo.com/services)","Listed multiple times as 'calendar@otsvideo.com' or 'calender@otsvideo.com' (likely typo); appears to be the primary contact email on employment, services, and homepage sections.",/Users/nick/Desktop/depohire-src/src/data/listings/kansas-city.json
planet-depos-kansas-city,Planet Depos,kansas-city,MO,https://planetdepos.com/locations/missouri,schedulenow@planetdepos.com,high,Planet Depos official website - Missouri locations page and contact page,"This is the general scheduling and contact email for Planet Depos. No Kansas City, MO-specific email address was found in the search results. The company operates 24/7/365 and can be reached at 888.433.3767 for urgent matters.",/Users/nick/Desktop/depohire-src/src/data/listings/kansas-city.json
pohlman-usa-kansas-city,Pohlman USA,kansas-city,MO,https://pohlmanusa.com/st-louis-court-reporter-services/,calendar-pohlman@veritext.com,high,website contact page (https://pohlmanusa.com/contact-us/),Primary general contact email listed on the official contact page; specific department emails like scheduling@pohlmanusa.com also available on records contact page,/Users/nick/Desktop/depohire-src/src/data/listings/kansas-city.json
caption-legal-las-vegas,Caption Legal,las-vegas,NV,https://captionlegal.com/las-vegas-nv,schedule@captionlegal.com,high,Caption Legal website (multiple pages including Las Vegas NV page),Consistently listed across site including https://captionlegal.com/las-vegas-nv; also admin@captionlegal.com mentioned on main site but schedule@ is primary contact,/Users/nick/Desktop/depohire-src/src/data/listings/las-vegas.json
e-depositions-llc-las-vegas,E-Depositions LLC,las-vegas,NV,https://e-depositions.com,info@e-depositions.com,high,website contact page (https://e-depositions.com/contact-us/),Also listed on https://e-depositions.com/corona-virus-and-depositions-what-to-do/ and State Bar of Nevada directory (Jason@e-depositions.com for contact),/Users/nick/Desktop/depohire-src/src/data/listings/las-vegas.json
envision-legal-solutions-las-vegas,Envision Legal Solutions,las-vegas,NV,https://envision.legal,scheduling@envision.legal,high,website contact page (https://envision.legal/contact-us/) and Nevada Court Reporting Firm Directory,"Multiple emails confirmed: scheduling@envision.legal, monice@envision.legal, Ken@envision.legal",/Users/nick/Desktop/depohire-src/src/data/listings/las-vegas.json
esquire-deposition-solutions-las-vegas,Esquire Deposition Solutions,las-vegas,NV,https://www.esquiresolutions.com/court-reporting-in-las-vegas/,,high,Esquire Deposition Solutions website search results,No direct email address found in search results. Las Vegas office phone: 702.382.8778. General inquiry email mentioned: Calendar@TSGReporting.com (for scheduling depositions). Contact form available at https://www.esquiresolutions.com/about-us/contact-us/,/Users/nick/Desktop/depohire-src/src/data/listings/las-vegas.json
las-vegas-legal-video-las-vegas,Las Vegas Legal Video,las-vegas,NV,https://www.lasvegaslegalvideo.com,,low,website contact page and employee directory sources,"Las Vegas Legal Video's website contact page (lasvegaslegalvideo.com/contact/) does not display a specific email address, only a phone number (702-655-5858) and contact form. LeadIQ indicates their email format is First@lasvegaslegalvideo.com, but no specific contact email address was found in the search results. ZoomInfo references an employee directory but does not provide accessible email addresses in the search results.",/Users/nick/Desktop/depohire-src/src/data/listings/las-vegas.json
planet-depos-las-vegas,Planet Depos,las-vegas,NV,https://planetdepos.com/locations/nevada,schedulenow@planetdepos.com,high,https://planetdepos.com/locations/nevada/las-vegas (Las Vegas location page),Primary scheduling email listed multiple times on the Las Vegas-specific page; also appears on main contact page.,/Users/nick/Desktop/depohire-src/src/data/listings/las-vegas.json
reno-legal-video-las-vegas,Reno Legal Video,las-vegas,NV,https://renolegalvideo.com,Mike@renolegalvideo.com,high,https://renolegalvideo.com/contact-us/,,/Users/nick/Desktop/depohire-src/src/data/listings/las-vegas.json
veritext-reno-las-vegas,Veritext Reno,las-vegas,NV,https://veritext.com/reno-court-reporting/,,high,Veritext Reno court reporting website (https://veritext.com/reno-court-reporting/),,/Users/nick/Desktop/depohire-src/src/data/listings/las-vegas.json
barrett-reporting-los-angeles,Barrett Reporting,los-angeles,CA,https://barrettreporting.com/videography/,schedule@barrettreporting.com,high,https://barrettreporting.com/schedule-a-deposition/,Primary scheduling email listed on their official website; general contact form on contact page but no generic email visible; megan@barrettreporting.com mentioned for virtual depo training.,/Users/nick/Desktop/depohire-src/src/data/listings/los-angeles.json
best-evidence-video-productions-llc-los-angeles,"Best Evidence Video Productions, LLC",los-angeles,CA,https://www.bestevidencevideo.com,bestevidence@gmail.com,high,website contact page (https://www.bestevidencevideo.com/contact-us) and who we are page (https://www.bestevidencevideo.com/who),,/Users/nick/Desktop/depohire-src/src/data/listings/los-angeles.json
california-deposition-reporters-inc-los-angeles,California Deposition Reporters Inc.,los-angeles,CA,https://www.caldepo.com,jamie@caldepo.com,high,Official website (caldepo.com) and business directory listings,Email address appears consistently across multiple sources including the official website contact page and business directories. Alternative contact: javier@caldepo.com also listed on website.,/Users/nick/Desktop/depohire-src/src/data/listings/los-angeles.json
esquire-deposition-solutions-los-angeles,Esquire Deposition Solutions,los-angeles,CA,https://www.esquiresolutions.com/services/legal-videography/,,low,Esquire Deposition Solutions website search results,"Search results show general contact methods (phone: 800.211.3376, online contact form at esquiresolutions.com/about-us/contact-us/) and an email format pattern (FLast@esquiresolutions.com) from LeadIQ, but no specific contact email address for the Los Angeles location was found in the provided search results. The website directs users to use the contact form or call for assistance.",/Users/nick/Desktop/depohire-src/src/data/listings/los-angeles.json
first-legal-depositions-los-angeles,First Legal Depositions,los-angeles,CA,https://www.firstlegal.com/depositions-services/legal-videography/,,high,"searched website pages including locations, FAQ, email-us, and depositions services","Multiple department emails found (e.g., calendar@firstlegal.com, efiling@firstlegal.com, clientcare@firstlegal.com) but no general contact or LA-specific email.",/Users/nick/Desktop/depohire-src/src/data/listings/los-angeles.json
lexitas-los-angeles,Lexitas,los-angeles,CA,https://www.lexitaslegal.com/solutions/legal-video-services,,high,"searched website pages and locations (results [1],[2],[3],[4],[5],[6],[7])","Multiple phone numbers found for LA locations (e.g., (855) 777-7865), but no contact email listed on main site or LA-specific pages. Castlecopy emails in [2] appear related to a different service (subpoena/document).",/Users/nick/Desktop/depohire-src/src/data/listings/los-angeles.json
planet-depos-los-angeles,Planet Depos,los-angeles,CA,https://planetdepos.com/locations/california,schedulenow@planetdepos.com,high,Planet Depos Los Angeles location page (https://planetdepos.com/locations/california/los-angeles) and contact page,Listed prominently for scheduling and general contact on location-specific and main contact pages.,/Users/nick/Desktop/depohire-src/src/data/listings/los-angeles.json
team-legal-inc-los-angeles,"Team Legal, Inc.",los-angeles,CA,https://www.teamlegalinc.com/our-services/deposition-videography/index.html,scv@teamlegalinc.com,high,website contact page (https://www.teamlegalinc.com/contact-us/index.html),"Email found on Team Legal, Inc.'s official contact page. This is their primary contact email for their Santa Clarita and regional offices.",/Users/nick/Desktop/depohire-src/src/data/listings/los-angeles.json
todd-olivas-associates-los-angeles,Todd Olivas & Associates,los-angeles,CA,https://www.toddolivas.com/videography-services.asp,Calendar@ToddOlivas.com,high,website contact page (https://www.toddolivas.com/contact.asp),,/Users/nick/Desktop/depohire-src/src/data/listings/los-angeles.json
coulter-reporting-llc-louisville,Coulter Reporting LLC,louisville,KY,https://www.coulterreporting.com,rcoulter@coulterreporting.com,high,Kentucky Court Reporters Association member profile,"Richard Coulter is listed as the firm owner. An employment contact email (ecoulter@coulterreporting.com) for Ellen Coulter is also mentioned on their employment opportunities page, but rcoulter@coulterreporting.com appears to be the primary business contact.",/Users/nick/Desktop/depohire-src/src/data/listings/louisville.json
esquire-deposition-solutions-louisville,Esquire Deposition Solutions,louisville,KY,https://www.esquiresolutions.com/states/kentucky/,Calendar@TSGReporting.com,medium,website page for TSG Reporting (esquiresolutions.com/tsg-reporting/),This is a scheduling email mentioned on their site; no general contact email found for Louisville KY office. Primarily phone numbers provided across sources.,/Users/nick/Desktop/depohire-src/src/data/listings/louisville.json
kentuckiana-court-reporters-louisville,Kentuckiana Court Reporters,louisville,KY,https://www.kentuckianareporters.com,,high,"website pages and directories searched (e.g. homepage, locations, staff, scheduling form)",No contact email address found in any search results; phone (502) 584-0119 and toll-free 1-877-808-5856 listed repeatedly on website.,/Users/nick/Desktop/depohire-src/src/data/listings/louisville.json
kentucky-court-reporters-louisville,Kentucky Court Reporters,louisville,KY,https://kentucky-court-reporters.com,schedule@kyreporting.com,high,Kentucky Court Reporters official website (kentucky-court-reporters.com/about/),Email found on the About Us page of their website. This appears to be their scheduling/general contact email address.,/Users/nick/Desktop/depohire-src/src/data/listings/louisville.json
migliore-associates-llc-louisville,Migliore & Associates LLC,louisville,KY,https://miglioreassociates.com,,high,website (miglioreassociates.com) and other directories,No contact email found on the business website pages [3][6] or in search results including BBB [9]; only phone (502) 241-7557 listed on BBB.,/Users/nick/Desktop/depohire-src/src/data/listings/louisville.json
planet-depos-louisville,Planet Depos,louisville,KY,https://planetdepos.com/locations/kentucky,schedulenow@planetdepos.com,high,website location page https://planetdepos.com/locations/kentucky,Primary scheduling email listed multiple times on Kentucky page and across site; media contact emails like contact@planetdepos.com also appear but schedulenow is location-specific.,/Users/nick/Desktop/depohire-src/src/data/listings/louisville.json
taylor-court-reporters-louisville,Taylor Court Reporters,louisville,KY,https://taylorcourtreporters.com,linda@taylorcourtreporters.com,high,Taylor Court Reporters website FAQ page,"Email found on their cancellation policy page. General contact method also available via 'Email Us' links on their website, though specific email address not listed on main contact page.",/Users/nick/Desktop/depohire-src/src/data/listings/louisville.json
todd-associates-reporting-inc-louisville,"Todd & Associates Reporting, Inc.",louisville,KY,https://www.toddreporting.com,toddreporting@gmail.com,high,Kentucky Court Reporters Association member profile,"Listed as e-Mail for Jolinda Todd of Todd & Associates Reporting, Inc. Website contact page has a form but no visible email address.",/Users/nick/Desktop/depohire-src/src/data/listings/louisville.json
veritext-memphis,Veritext,memphis,TN,https://veritext.com/memphis/,memphis@veritext.com,high,website contact page (https://veritext.com/memphis/),Directly listed under Memphis location details with phone numbers.,/Users/nick/Desktop/depohire-src/src/data/listings/memphis.json
action-video-productions-inc-miami,Action Video Productions Inc.,miami,FL,https://actionvideoproductionsinc.com,Scheduling@actionvideoproductionsinc.com,high,website homepage (https://actionvideoproductionsinc.com),,/Users/nick/Desktop/depohire-src/src/data/listings/miami.json
courtscribes-miami,CourtScribes,miami,FL,https://courtscribes.com/deposition-videography-in-florida/,info@courtscribes.com,high,website contact page (scheduling.courtscribes.com/contact-us),"Multiple official emails found: info@courtscribes.com (general), scheduling@courtscribes.com, billing@courtscribes.com. Selected general contact email.",/Users/nick/Desktop/depohire-src/src/data/listings/miami.json
lexitas-miami,Lexitas,miami,FL,https://www.lexitaslegal.com/locations/miami,,high,"Lexitas legal website (multiple pages including contact, Miami location, and general inquiries)","No contact email address found across website pages, locations, or directories; only phone numbers like (888) 811-3408 and contact forms are provided.",/Users/nick/Desktop/depohire-src/src/data/listings/miami.json
magna-legal-services-miami,Magna Legal Services,miami,FL,https://magnals.com/services/video-services/,CustomerService@MagnaLS.com,high,website contact page (https://www.magnals.com/contact.shtml),Primary general contact email listed multiple times on the contact page; additional emails like hr@magnals.com and tgross@magnals.com found on other pages but CustomerService@MagnaLS.com is the main one.,/Users/nick/Desktop/depohire-src/src/data/listings/miami.json
milestone-reporting-miami,Milestone Reporting,miami,FL,https://milestonereporting.com,,high,website contact page and all search results,"Contact page provides phone, toll-free, fax, and mailing address but no email address. Staff page lists names but no emails.",/Users/nick/Desktop/depohire-src/src/data/listings/miami.json
tisa-legal-media-miami,Tisa Legal Media,miami,FL,https://tisalegalmedia.com,christopher@tisalegalmedia.com,high,RocketReach and ContactOut profiles for Christopher Tisa (President/Owner),Listed as contact email for the company's President/Owner; website contact page has no direct email but mentions reaching out.,/Users/nick/Desktop/depohire-src/src/data/listings/miami.json
esquire-deposition-solutions-milwaukee,Esquire Deposition Solutions,milwaukee,WI,https://www.esquiresolutions.com/states/wisconsin/,,high,"website pages and directories searched (e.g. contact form [5], office locations [1], Wisconsin page [4])","No contact email address found; company promotes phone (800.211.3376, 855.982.6545) and contact forms instead.",/Users/nick/Desktop/depohire-src/src/data/listings/milwaukee.json
for-the-record-inc-milwaukee,"For The Record, Inc.",milwaukee,WI,https://ftrmadison.com,office@ftrmadison.com,high,website contact page https://ftrmadison.com/contact-us/,"Primary office email listed; individual staff emails like sarah@ftrmadison.com also available. Note: Business located in Waunakee/Madison area, not Milwaukee.",/Users/nick/Desktop/depohire-src/src/data/listings/milwaukee.json
naegeli-deposition-trial-milwaukee,NAEGELI Deposition & Trial,milwaukee,WI,https://www.naegeliusa.com/locations/madison-wisconsin,SCHEDULE@NAEGELIUSA.COM,high,website location page (https://www.naegeliusa.com/locations/madison-wisconsin),Listed prominently for scheduling on Madison WI location page; same email appears on other location pages like Kenosha.,/Users/nick/Desktop/depohire-src/src/data/listings/milwaukee.json
nnrc-milwaukee,NNRC,milwaukee,WI,https://nnrc.com/madison-wisconsin-legal-video/,George@nnrc.com,high,NNRC official website contact page (nnrc.com/contact_us/),George Catuogno is the Executive Director of NNRC. Multiple contact methods available on their website including toll-free phone (866) 337-6672.,/Users/nick/Desktop/depohire-src/src/data/listings/milwaukee.json
northwestern-court-reporters-milwaukee,Northwestern Court Reporters,milwaukee,WI,https://nwcourtreporters.com/services/videography/,nwcr@nwcourtreporters.com,high,website contact page (https://nwcourtreporters.com/contact/),,/Users/nick/Desktop/depohire-src/src/data/listings/milwaukee.json
planet-depos-milwaukee,Planet Depos,milwaukee,WI,https://planetdepos.com/locations/wisconsin,schedulenow@planetdepos.com,high,planetdepos.com/locations/wisconsin/milwaukee and contact page,Primary contact email listed on Milwaukee location page and multiple site pages; other emails like contact@planetdepos.com appear in blog media section but schedulenow@planetdepos.com is consistently promoted for scheduling.,/Users/nick/Desktop/depohire-src/src/data/listings/milwaukee.json
textnet-milwaukee,Textnet,milwaukee,WI,https://www.textnet.com/legal-videography/index.html,office@textnet.com,high,"Textnet website (about-us, homepage, who-we-are pages)","Listed prominently across multiple pages on textnet.com; business operates in Madison, WI and Chicago, IL (no Milwaukee-specific office found, but matches Textnet legal videography services)",/Users/nick/Desktop/depohire-src/src/data/listings/milwaukee.json
affiliated-reporters-minneapolis,Affiliated Reporters,minneapolis,WI,https://affiliatedreportersmn.com/videography/,patti@AffiliatedReportersMN.com,high,website contact page (https://affiliatedreportersmn.com/contact-us/) and schedule page,Listed multiple times on official site; also appears in press release with name Patricia A Hulse. Note: Business serves MN & WI but located in MN; no WI-specific location found.,/Users/nick/Desktop/depohire-src/src/data/listings/minneapolis.json
assist-reporting-minneapolis,Assist Reporting,minneapolis,MN,https://www.assistreporting.com/services,contact@assistreporting.com,high,Assist Reporting official website (assistreporting.com/contact and assistreporting.com/services),"Email address appears consistently across multiple pages of their official website. Business hours are Monday-Friday, 8:00 AM - 5:00 PM.",/Users/nick/Desktop/depohire-src/src/data/listings/minneapolis.json
engen-court-reporting-and-video-service-minneapolis,Engen Court Reporting and Video Service,minneapolis,MN,https://engencourtreporting.com,info@engencourtreporting.com,high,website contact page (https://engencourtreporting.com/contact-us/),Email found on official contact page. Phone number also available: 1-888-249-1131,/Users/nick/Desktop/depohire-src/src/data/listings/minneapolis.json
esquire-deposition-solutions-minneapolis,Esquire Deposition Solutions,minneapolis,MN,https://www.esquiresolutions.com/states/minnesota/,,low,esquiresolutions.com website and search results,"General contact form available at esquiresolutions.com/about-us/contact-us/ and general inquiry email privacy@esquiresolutions.com found in privacy policy. Minneapolis-specific contact email not located. Secondary contact for Philadelphia office (Sarah.Hart@esquiresolutions.com) suggests company uses individual staff emails, but Minneapolis office contact not provided in available search results.",/Users/nick/Desktop/depohire-src/src/data/listings/minneapolis.json
lexitas-minneapolis,Lexitas,minneapolis,MN,https://www.lexitaslegal.com/locations/minneapolis,,high,"Lexitas website pages including Minneapolis location, contact, and order forms","No email address found across search results; only phone numbers, fax, and contact forms provided.",/Users/nick/Desktop/depohire-src/src/data/listings/minneapolis.json
mill-city-video-services-minneapolis,Mill City Video Services,minneapolis,MN,http://www.millcityvideo.com,info@millcityvideo.com,high,website homepage (http://www.millcityvideo.com),,/Users/nick/Desktop/depohire-src/src/data/listings/minneapolis.json
naegeli-deposition-trial-minneapolis,NAEGELI Deposition & Trial,minneapolis,MN,https://www.naegeliusa.com/locations/minneapolis-minnesota,schedule@naegeliusa.com,high,website (St. Paul and Minnesota pages),"Scheduling email listed on multiple NAEGELI pages for Minnesota locations, including St. Paul near Minneapolis; no location-specific email found for Minneapolis",/Users/nick/Desktop/depohire-src/src/data/listings/minneapolis.json
northwestern-court-reporters-minneapolis,Northwestern Court Reporters,minneapolis,MN,https://nwcourtreporters.com/services/videography/,,high,website pages including contact page [1] and multiple others [2][3][4][5],Multiple pages invite to 'email us' but no specific email address is listed; only phone numbers provided.,/Users/nick/Desktop/depohire-src/src/data/listings/minneapolis.json
planet-depos-minneapolis,Planet Depos,minneapolis,MN,https://planetdepos.com/locations/minnesota/minneapolis,schedulenow@planetdepos.com,high,planetdepos.com/locations/minnesota/minneapolis/ and multiple other pages including contact and schedule-now,"This is the primary contact email listed across the website, including the Minneapolis location page; no location-specific email found.",/Users/nick/Desktop/depohire-src/src/data/listings/minneapolis.json
veritext-paradigm-reporting-minneapolis,Veritext (Paradigm Reporting),minneapolis,MN,https://www.veritext.com/minneapolis/,,high,https://www.veritext.com/minneapolis/ (main location page),Email appears truncated in source as 'C[email protected]' but is clearly intended as the contact for scheduling; captioning email is [email protected],/Users/nick/Desktop/depohire-src/src/data/listings/minneapolis.json
christopher-massey-legal-video-nashville,Christopher Massey Legal Video,nashville,TN,https://christophermassey.com,,high,website contact pages (https://christophermassey.com and https://christophermassey.com/pro),Contact sections mention 'Email us' and 'Or Contact Us By Email' but no actual email address is provided. Phone and mailing address are listed instead.,/Users/nick/Desktop/depohire-src/src/data/listings/nashville.json
esquire-deposition-solutions-nashville,Esquire Deposition Solutions,nashville,TN,https://www.esquiresolutions.com/states/tennessee/,,medium,Esquire Deposition Solutions website - Nashville office and contact pages reviewed,"Nashville office phone number found (615.832.0090) and general contact form available at https://www.esquiresolutions.com/about-us/contact-us/, but no specific email address listed for Nashville location. Philadelphia contact Sarah Hart's email (Sarah.Hart@esquiresolutions.com) suggests format, but Nashville-specific email not provided in search results.",/Users/nick/Desktop/depohire-src/src/data/listings/nashville.json
gateway-court-reporting-video-nashville,Gateway Court Reporting & Video,nashville,TN,https://gatewayreporting.com,,low,Gateway Court Reporting & Video website and search results,"Gateway Court Reporting & Video is located in Knoxville, TN, not Nashville, TN as specified in the query. The search results show their website (gatewayreporting.com) and contact information including phone (865-804-2500) and a scheduling inquiry form, but no specific email address is publicly listed. The website contact page appears to use a form-based system rather than displaying an email address directly.",/Users/nick/Desktop/depohire-src/src/data/listings/nashville.json
jenkins-legal-video-llc-nashville,Jenkins Legal Video LLC,nashville,TN,https://www.jenkinslegalvideo.com,david@gatewayreporting.com,medium,Jenkins Legal Video website (https://www.jenkinslegalvideo.com),Listed on website for requesting forms related to transcript sync and editing services; no direct company email found for Jenkins Legal Video LLC.,/Users/nick/Desktop/depohire-src/src/data/listings/nashville.json
naegeli-deposition-trial-nashville,NAEGELI Deposition & Trial,nashville,TN,https://www.naegeliusa.com/states/tennessee-court-reporters,schedule@naegeliusa.com,high,website (Nashville location page),"Listed explicitly for scheduling on the Nashville, TN court reporters page and other location pages.",/Users/nick/Desktop/depohire-src/src/data/listings/nashville.json
nashvilles-media-services-nashville,Nashville's Media Services,nashville,TN,https://www.nashvillesmedia.com,Kris.Weeks@NashvillesMedia.com,high,website contact page (https://www.nashvillesmedia.com/contact),"Email consistently listed on multiple pages of the official website, including contact and gallery pages. An older reference to MBelsh@comcast.net appears but Kris.Weeks@NashvillesMedia.com is primary.",/Users/nick/Desktop/depohire-src/src/data/listings/nashville.json
planet-depos-nashville,Planet Depos,nashville,TN,https://planetdepos.com/locations/tennessee,schedulenow@planetdepos.com,high,Planet Depos Nashville location page (https://planetdepos.com/locations/tennessee/nashville),"Listed explicitly as the contact email for Nashville, TN services on their official website.",/Users/nick/Desktop/depohire-src/src/data/listings/nashville.json
tri-star-reporting-nashville,Tri Star Reporting,nashville,TN,https://tristardepos.com,scheduling@tristardepos.com,high,website accessibility page (https://tristardepos.com/accessibility),Primary contact email listed on their official website; RocketReach hints at @tristardepos.com domain for staff,/Users/nick/Desktop/depohire-src/src/data/listings/nashville.json
vce-legal-tech-nashville,VCE Legal Tech,nashville,TN,https://www.vcelegaltech.com,,high,"website search results (multiple pages including contact, team, etc.)","No contact email listed on VCE Legal Tech website pages; phone numbers provided instead (e.g., 800-747-3844). claims@vceinc.com is for VCE Investigative, a related but separate entity.",/Users/nick/Desktop/depohire-src/src/data/listings/nashville.json
bob-laroussini-productions-new-orleans,Bob Laroussini Productions,new-orleans,LA,https://www.laroussiniproductions.com,,high,website contact page and other pages[1][4][6],"Contact form and 'Email Us' button present, but no visible email address. Phone: (337) 233-8336 listed prominently.",/Users/nick/Desktop/depohire-src/src/data/listings/new-orleans.json
depo-vue-inc-new-orleans,Depo-Vue Inc.,new-orleans,LA,https://www.depo-vue.com,depovueinc@gmail.com,high,website contact page (https://www.depo-vue.com/ContactUs.aspx) and homepage (https://www.depo-vue.com),Email address appears consistently across multiple pages of their official website,/Users/nick/Desktop/depohire-src/src/data/listings/new-orleans.json
esquire-solutions-new-orleans,Esquire Solutions,new-orleans,LA,https://www.esquiresolutions.com/offices/new-orleans-la/,,high,New Orleans Chamber of Commerce listing and Esquire Solutions website,"Chamber listing has 'Send Email' button for Ms. Jennifer Adam but no visible email address; website provides phone (504.525.1979) and contact forms only, no direct email found.",/Users/nick/Desktop/depohire-src/src/data/listings/new-orleans.json
jamie-a-roy-new-orleans,Jamie A. Roy,new-orleans,LA,https://www.jamiearoy.com/legal-videography/,,high,"website pages (about-us, schedule-a-deposition, homepage, affiliates)","No email address found on the provided website search results; only phone numbers (800-473-3376, 337-981-9157) and online form are listed for contact.",/Users/nick/Desktop/depohire-src/src/data/listings/new-orleans.json
lori-heaphy-associates-llc-new-orleans,"Lori Heaphy & Associates, LLC",new-orleans,LA,https://loriheaphy.com,office@loriheaphy.com,high,website contact page (https://loriheaphy.com/contact/) and homepage,Email listed multiple times on official website including contact and services pages.,/Users/nick/Desktop/depohire-src/src/data/listings/new-orleans.json
naegeli-deposition-trial-new-orleans,NAEGELI Deposition & Trial,new-orleans,LA,https://www.naegeliusa.com/locations/lake-charles-louisiana-court-reporters,schedule@naegeliusa.com,high,New Orleans location page on naegeliusa.com,"Listed multiple times for contacting and scheduling services in New Orleans; no location-specific email found, this appears to be the central contact.",/Users/nick/Desktop/depohire-src/src/data/listings/new-orleans.json
pilant-court-reporting-new-orleans,Pilant Court Reporting,new-orleans,LA,https://pilant.com,,high,website contact page and directories,Contact pages and listings provide phone/fax but no email address; directories have 'Send Email' buttons without visible addresses.,/Users/nick/Desktop/depohire-src/src/data/listings/new-orleans.json
provision-media-services-new-orleans,Provision Media Services,new-orleans,LA,https://provisionmediaservices.com,myinfo@provisionmediaservices.com,high,website (provisionmediaservices.com),Email appears multiple times on the site but with possible typo as 'myinfo@ProvisionMediaServices.coment'; likely intended as .com. No other emails found in search results.,/Users/nick/Desktop/depohire-src/src/data/listings/new-orleans.json
veritext-new-orleans,Veritext,new-orleans,LA,https://veritext.com/baton-rouge-2/,batonrouge@veritext.com,high,website page https://veritext.com/baton-rouge-2/,Listed directly on the Baton Rouge office page as contact email. Note: Business query specifies New Orleans but provided website is Baton Rouge; this matches the Baton Rouge location.,/Users/nick/Desktop/depohire-src/src/data/listings/new-orleans.json
courtscribes-new-york,CourtScribes,new-york,NY,https://courtscribes.com,info@courtscribes.com,high,website contact page https://scheduling.courtscribes.com/contact-us,Primary general inquiries email; scheduling@courtscribes.com and billing@courtscribes.com also listed on multiple pages for specific purposes.,/Users/nick/Desktop/depohire-src/src/data/listings/new-york.json
depo-universe-new-york,Depo Universe,new-york,NY,https://depouniverse.com,Info@DepoUniverse.com,high,https://depouniverse.com/contact/,,/Users/nick/Desktop/depohire-src/src/data/listings/new-york.json
esquire-deposition-services-new-york,Esquire Deposition Services,new-york,NY,https://www.esquiresolutions.com,Calendar@TSGReporting.com,high,website scheduling page (TSG Reporting section),"This is the email provided for scheduling depositions on jobs April 1, 2023 or later. No general contact email found on main contact page or NY office pages; primarily phone numbers and forms used.",/Users/nick/Desktop/depohire-src/src/data/listings/new-york.json
hudson-court-reporting-video-new-york,Hudson Court Reporting & Video,new-york,NY,https://www.hudsonreporting.com,scheduling@hudsonreporting.com,high,website contact page (https://www.hudsonreporting.com/contact/) and services page (https://www.hudsonreporting.com/services/court-reporting-new-york/),Multiple pages confirm this as the scheduling and general contact email; HQ in NJ but serves NY.,/Users/nick/Desktop/depohire-src/src/data/listings/new-york.json
lexitas-new-york,Lexitas,new-york,NY,https://www.lexitaslegal.com,,high,Lexitas website (contact page and multiple location pages),"Contact page [5] instructs to call or email but lists no email address. Multiple pages [3][4][9][10] provide phone (1-800-676-2401) and 'Contact Online' (likely a form), but no email found in search results.",/Users/nick/Desktop/depohire-src/src/data/listings/new-york.json
naegeli-deposition-trial-new-york,NAEGELI Deposition & Trial,new-york,NY,https://www.naegeliusa.com,schedule@naegeliusa.com,high,"website location pages (e.g. New York, Rochester, Albany)","Email listed consistently as schedule@naegeliusa.com or SCHEDULE@NAEGELIUSA.COM across multiple location pages, including New York-specific page [3]. No general contact email found on main contact page [4].",/Users/nick/Desktop/depohire-src/src/data/listings/new-york.json
nyc-legal-video-new-york,NYC Legal Video,new-york,NY,https://nyclegalvideo.com,Info@nyclegalvideo.com,high,website contact page (nyclegalvideo.com),Email found on their contact page. Jim Sepulveda is listed as CLVS Certified Legal Video Specialist.,/Users/nick/Desktop/depohire-src/src/data/listings/new-york.json
on-the-spot-video-new-york,On The Spot Video,new-york,NY,https://www.otsvideo.com,,high,website https://www.otsvideo.com and search results,No email found for On The Spot Video at https://www.otsvideo.com. Results show emails for unrelated businesses: info@onthespotmedia.com (On The Spot Media) and OntheSpotNYC@gmail.com (On The Spot NYC comedy).,/Users/nick/Desktop/depohire-src/src/data/listings/new-york.json
planet-depos-new-york,Planet Depos,new-york,NY,https://planetdepos.com,schedulenow@planetdepos.com,high,planetdepos.com/locations/new-york and contact page,Primary scheduling email listed on New York location pages and contact form; other emails like contact@planetdepos.com appear in blog media contacts.,/Users/nick/Desktop/depohire-src/src/data/listings/new-york.json
